file_date,name,cusip,mval,shares
2016-03-31,WELLS FARGO & CO NEW,949746101,82212,1700000
2016-03-31,WELLS FARGO & CO NEW,949746101,1753301,36255200
2016-03-31,WELLS FARGO & CO NEW,949746101,496512,10267000
2016-03-31,WELLS FARGO & CO NEW,949746101,2768720,57252270
2016-03-31,WELLS FARGO & CO NEW,949746101,12324393,254846834
2016-03-31,WELLS FARGO & CO NEW,949746101,134828,2788000
2016-03-31,WELLS FARGO & CO NEW,949746101,77846,1609720
2016-03-31,WELLS FARGO & CO NEW,949746101,148736,3075600
2016-03-31,AXALTA COATING SYS LTD,G0750C108,97061,3324000
2016-03-31,AXALTA COATING SYS LTD,G0750C108,584000,20000000
2016-03-31,LIBERTY GLOBAL PLC,G5480U104,212831,5528067
2016-03-31,LIBERTY GLOBAL PLC,G5480U104,386901,10049369
2016-03-31,LIBERTY GLOBAL PLC,G5480U120,275952,7346968
2016-03-31,LIBERTY GLOBAL PLC,G5480U138,5112,145801
2016-03-31,LIBERTY GLOBAL PLC,G5480U138,13019,371338
2016-03-31,LIBERTY GLOBAL PLC,G5480U153,13915,367348
2016-06-30,AMERICAN EXPRESS CO,025816109,118612,1952142
2016-06-30,AMERICAN EXPRESS CO,025816109,1046615,17225400
2016-06-30,AMERICAN EXPRESS CO,025816109,51028,839832
2016-06-30,AMERICAN EXPRESS CO,025816109,124989,2057100
2016-06-30,AMERICAN EXPRESS CO,025816109,485754,7994634
2016-06-30,AMERICAN EXPRESS CO,025816109,7299821,120141879
2016-06-30,AMERICAN EXPRESS CO,025816109,85047,1399713
2016-06-30,APPLE INC,037833100,7887,82500
2016-06-30,APPLE INC,037833100,974522,10193747
2016-06-30,APPLE INC,037833100,443976,4644105
2016-06-30,APPLE INC,037833100,29383,307350
2016-06-30,BANK OF NEW YORK MELLON CORP,064058100,258993,6666492
2016-06-30,BANK OF NEW YORK MELLON CORP,064058100,69694,1793915
2016-06-30,BANK OF NEW YORK MELLON CORP,064058100,239331,6160384
2016-06-30,BANK OF NEW YORK MELLON CORP,064058100,21368,550021
2016-06-30,BANK OF NEW YORK MELLON CORP,064058100,219751,5656400
2016-06-30,CHARTER COMMUNICATIONS INC N,16119P108,582675,2548437
2016-06-30,CHARTER COMMUNICATIONS INC N,16119P108,1552249,6789054
2016-06-30,COCA COLA CO,191216100,36264,800000
2016-06-30,COCA COLA CO,191216100,3639237,80283200
2016-06-30,COCA COLA CO,191216100,82682,1824000
2016-06-30,COCA COLA CO,191216100,653260,14411200
2016-06-30,COCA COLA CO,191216100,828560,18278400
2016-06-30,COCA COLA CO,191216100,12687468,279891200
2016-06-30,COCA COLA CO,191216100,161012,3552000
2016-06-30,COCA COLA CO,191216100,43517,960000
2016-06-30,COSTCO WHSL CORP NEW,22160K105,680511,4333363
2016-06-30,DAVITA HEALTHCARE PARTNERS I,23918K108,1550427,20052088
2016-06-30,DAVITA HEALTHCARE PARTNERS I,23918K108,1431462,18513482
2016-06-30,DEERE & CO,244199105,10683,131827
2016-06-30,DEERE & CO,244199105,187402,2312467
2016-06-30,DEERE & CO,244199105,9738,120165
2016-06-30,DEERE & CO,244199105,1490108,18387313
2016-06-30,DEERE & CO,244199105,81646,1007474
2016-06-30,GENERAL ELECTRIC CO,369604103,18539,588900
2016-06-30,GENERAL ELECTRIC CO,369604103,16859,535532
2016-06-30,GENERAL ELECTRIC CO,369604103,157347,4998302
2016-06-30,GENERAL ELECTRIC CO,369604103,1124,35702
2016-06-30,GENERAL ELECTRIC CO,369604103,133745,4248556
2016-06-30,GENERAL ELECTRIC CO,369604103,5619,178510
2016-06-30,GENERAL MTRS CO,37045V100,392347,13863853
2016-06-30,GENERAL MTRS CO,37045V100,704308,24887209
2016-06-30,GENERAL MTRS CO,37045V100,283321,10011338
2016-06-30,GENERAL MTRS CO,37045V100,35024,1237600
2016-06-30,GOLDMAN SACHS GROUP INC,38141G104,650181,4375968
2016-06-30,GOLDMAN SACHS GROUP INC,38141G104,978184,6583551
2016-06-30,GRAHAM HLDGS CO,384637104,23579,48165
2016-06-30,GRAHAM HLDGS CO,384637104,29084,59410
2016-06-30,INTERNATIONAL BUSINESS MACHS,459200101,12822,84480
2016-06-30,INTERNATIONAL BUSINESS MACHS,459200101,42195,278000
2016-06-30,INTERNATIONAL BUSINESS MACHS,459200101,109477,721288
2016-06-30,INTERNATIONAL BUSINESS MACHS,459200101,77226,508800
2016-06-30,INTERNATIONAL BUSINESS MACHS,459200101,127966,843100
2016-06-30,INTERNATIONAL BUSINESS MACHS,459200101,11929571,78597782
2016-06-30,INTERNATIONAL BUSINESS MACHS,459200101,30182,198853
2016-06-30,JOHNSON & JOHNSON,478160104,39677,327100
2016-06-30,KINDER MORGAN INC DEL,49456B101,496708,26533525
2016-06-30,KRAFT HEINZ CO,500754106,28812169,325634818
2016-06-30,LEE ENTERPRISES INC,523768109,170,88863
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229409,61622,1965000
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229409,218924,6980980
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229409,29271,933391
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229409,3783,120629
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229607,96777,3135000
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229607,498421,16145817
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229607,15702,508654
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229607,6499,210529
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229854,14868,783750
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229854,76572,4036453
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229854,2412,127163
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229854,998,52632
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229870,9403,491250
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229870,33404,1745244
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229870,4466,233347
2016-06-30,LIBERTY MEDIA CORP DELAWARE,531229870,577,30157
2016-06-30,M & T BK CORP,55261F104,64554,546000
2016-06-30,M & T BK CORP,55261F104,19484,164795
2016-06-30,M & T BK CORP,55261F104,552281,4671245
2016-06-30,MASTERCARD INC,57636Q104,434555,4934756
2016-06-30,MEDIA GEN INC NEW,58441K100,59672,3471309
2016-06-30,MONDELEZ INTL INC,609207105,26305,578000
2016-06-30,MOODYS CORP,615369105,1122077,11973928
2016-06-30,MOODYS CORP,615369105,1189728,12695850
2016-06-30,NOW INC,67011P100,11967,659694
2016-06-30,NOW INC,67011P100,21149,1165875
2016-06-30,PHILLIPS 66,718546104,484133,6102000
2016-06-30,PHILLIPS 66,718546104,62044,782000
2016-06-30,PHILLIPS 66,718546104,413599,5213000
2016-06-30,PHILLIPS 66,718546104,92272,1163000
2016-06-30,PHILLIPS 66,718546104,5098071,64256000
2016-06-30,PHILLIPS 66,718546104,100444,1266000
2016-06-30,PROCTER & GAMBLE CO,742718109,26705,315400
2016-06-30,RESTAURANT BRANDS INTL INC,76131D103,351030,8438225
2016-06-30,SANOFI,80105N105,17636,421400
2016-06-30,SANOFI,80105N105,21333,509742
2016-06-30,SANOFI,80105N105,7085,169300
2016-06-30,SANOFI,80105N105,117407,2805433
2016-06-30,SUNCOR ENERGY INC NEW,867224107,27619,996000
2016-06-30,SUNCOR ENERGY INC NEW,867224107,496257,17896025
2016-06-30,SUNCOR ENERGY INC NEW,867224107,93820,3383356
2016-06-30,TORCHMARK CORP,891027104,10787,174489
2016-06-30,TORCHMARK CORP,891027104,62555,1011888
2016-06-30,TORCHMARK CORP,891027104,88979,1439325
2016-06-30,TORCHMARK CORP,891027104,230467,3728025
2016-06-30,TWENTY FIRST CENTY FOX INC,90130A101,125319,4632867
2016-06-30,TWENTY FIRST CENTY FOX INC,90130A101,116829,4319002
2016-06-30,US BANCORP DEL,902973304,23806,590275
2016-06-30,US BANCORP DEL,902973304,123813,3070000
2016-06-30,US BANCORP DEL,902973304,961116,23831300
2016-06-30,US BANCORP DEL,902973304,47388,1175000
2016-06-30,US BANCORP DEL,902973304,511356,12679300
2016-06-30,US BANCORP DEL,902973304,169580,4204800
2016-06-30,US BANCORP DEL,902973304,123007,3050000
2016-06-30,US BANCORP DEL,902973304,1400156,34717492
2016-06-30,US BANCORP DEL,902973304,70376,1745000
2016-06-30,U S G CORP,903293405,378386,14035088
2016-06-30,U S G CORP,903293405,673108,24966928
2016-06-30,UNITED PARCEL SERVICE INC,911312106,6399,59400
2016-06-30,VERISIGN INC,92343E102,436386,5047264
2016-06-30,VERISIGN INC,92343E102,683508,7905481
2016-06-30,VERIZON COMMUNICATIONS INC,92343V104,753149,13487628
2016-06-30,VERIZON COMMUNICATIONS INC,92343V104,84503,1513300
2016-06-30,VERISK ANALYTICS INC,92345Y106,126763,1563434
2016-06-30,VISA INC,92826C839,759438,10239160
2016-06-30,WABCO HLDGS INC,92927K102,145999,1594401
2016-06-30,WABCO HLDGS INC,92927K102,150421,1642693
2016-06-30,WAL MART STORES INC,931142103,21176,290000
2016-06-30,WAL MART STORES INC,931142103,12413,170000
2016-06-30,WAL MART STORES INC,931142103,2154,29500
2016-06-30,WAL MART STORES INC,931142103,18620,255000
2016-06-30,WAL MART STORES INC,931142103,18693,256000
2016-06-30,WAL MART STORES INC,931142103,73422,1005500
2016-06-30,WAL MART STORES INC,931142103,112334,1538400
2016-06-30,WAL MART STORES INC,931142103,61994,849000
2016-06-30,WAL MART STORES INC,931142103,2579213,35322002
2016-06-30,WAL MART STORES INC,931142103,37313,511000
2016-06-30,WELLS FARGO & CO NEW,949746101,353814,7475470
2016-06-30,WELLS FARGO & CO NEW,949746101,778579,16450000
2016-06-30,WELLS FARGO & CO NEW,949746101,251015,5303500
2016-06-30,WELLS FARGO & CO NEW,949746101,322453,6812857
2016-06-30,WELLS FARGO & CO NEW,949746101,3552013,75047819
2016-06-30,WELLS FARGO & CO NEW,949746101,38811,820000
2016-06-30,WELLS FARGO & CO NEW,949746101,80461,1700000
2016-06-30,WELLS FARGO & CO NEW,949746101,1715959,36255200
2016-06-30,WELLS FARGO & CO NEW,949746101,485937,10267000
2016-06-30,WELLS FARGO & CO NEW,949746101,2709750,57252270
2016-06-30,WELLS FARGO & CO NEW,949746101,12061901,254846834
2016-06-30,WELLS FARGO & CO NEW,949746101,131956,2788000
2016-06-30,WELLS FARGO & CO NEW,949746101,76188,1609720
2016-06-30,WELLS FARGO & CO NEW,949746101,145568,3075600
2016-06-30,AXALTA COATING SYS LTD,G0750C108,88186,3324000
2016-06-30,AXALTA COATING SYS LTD,G0750C108,530600,20000000
2016-06-30,LIBERTY GLOBAL PLC,G5480U104,219839,7565000
2016-06-30,LIBERTY GLOBAL PLC,G5480U104,342963,11801897
2016-06-30,LIBERTY GLOBAL PLC,G5480U120,210491,7346968
2016-06-30,LIBERTY GLOBAL PLC,G5480U138,35153,1089669
2016-06-30,LIBERTY GLOBAL PLC,G5480U138,52428,1625185
2016-06-30,LIBERTY GLOBAL PLC,G5480U153,41718,1284020
2016-09-30,AMERICAN AIRLS GROUP INC,02376R102,488930,13355099
2016-09-30,AMERICAN AIRLS GROUP INC,02376R102,308090,8415456
2016-09-30,AMERICAN EXPRESS CO,025816109,125015,1952142
2016-09-30,AMERICAN EXPRESS CO,025816109,1103115,17225400
2016-09-30,AMERICAN EXPRESS CO,025816109,53783,839832
2016-09-30,AMERICAN EXPRESS CO,025816109,131737,2057100
2016-09-30,AMERICAN EXPRESS CO,025816109,511976,7994634
2016-09-30,AMERICAN EXPRESS CO,025816109,7693886,120141879
2016-09-30,AMERICAN EXPRESS CO,025816109,89638,1399713
2016-09-30,APPLE INC,037833100,122580,1084300
2016-09-30,APPLE INC,037833100,1152403,10193747
2016-09-30,APPLE INC,037833100,411763,3642305
2016-09-30,APPLE INC,037833100,34746,307350
2016-09-30,BANK OF NEW YORK MELLON CORP,064058100,278203,6975992
2016-09-30,BANK OF NEW YORK MELLON CORP,064058100,71541,1793915
2016-09-30,BANK OF NEW YORK MELLON CORP,064058100,245676,6160384
2016-09-30,BANK OF NEW YORK MELLON CORP,064058100,21935,550021
2016-09-30,BANK OF NEW YORK MELLON CORP,064058100,225577,5656400
2016-09-30,CHARTER COMMUNICATIONS INC N,16119P108,716618,2654437
2016-09-30,CHARTER COMMUNICATIONS INC N,16119P108,1832841,6789054
2016-09-30,COCA COLA CO,191216100,33856,800000
2016-09-30,COCA COLA CO,191216100,3397585,80283200
2016-09-30,COCA COLA CO,191216100,77192,1824000
2016-09-30,COCA COLA CO,191216100,609882,14411200
2016-09-30,COCA COLA CO,191216100,773542,18278400
2016-09-30,COCA COLA CO,191216100,11844996,279891200
2016-09-30,COCA COLA CO,191216100,150321,3552000
2016-09-30,COCA COLA CO,191216100,40627,960000
2016-09-30,COSTCO WHSL CORP NEW,22160K105,660881,4333363
2016-09-30,DAVITA HEALTHCARE PARTNERS I,23918K108,1324841,20052088
2016-09-30,DAVITA HEALTHCARE PARTNERS I,23918K108,1223186,18513482
2016-09-30,DEERE & CO,244199105,197369,2312467
2016-09-30,DEERE & CO,244199105,10256,120165
2016-09-30,DEERE & CO,244199105,1505997,17644955
2016-09-30,DEERE & CO,244199105,85988,1007474
2016-09-30,DELTA AIR LINES INC DEL,247361702,249303,6333923
2016-09-30,GENERAL ELECTRIC CO,369604103,17443,588900
2016-09-30,GENERAL ELECTRIC CO,369604103,15862,535532
2016-09-30,GENERAL ELECTRIC CO,369604103,148050,4998302
2016-09-30,GENERAL ELECTRIC CO,369604103,1057,35702
2016-09-30,GENERAL ELECTRIC CO,369604103,125842,4248556
2016-09-30,GENERAL ELECTRIC CO,369604103,5287,178510
2016-09-30,GENERAL MTRS CO,37045V100,491573,15472853
2016-09-30,GENERAL MTRS CO,37045V100,790667,24887209
2016-09-30,GENERAL MTRS CO,37045V100,266942,8402338
2016-09-30,GENERAL MTRS CO,37045V100,39319,1237600
2016-09-30,GOLDMAN SACHS GROUP INC,38141G104,705712,4375968
2016-09-30,GOLDMAN SACHS GROUP INC,38141G104,1061729,6583551
2016-09-30,GRAHAM HLDGS CO,384637104,23185,48165
2016-09-30,GRAHAM HLDGS CO,384637104,28598,59410
2016-09-30,INTERNATIONAL BUSINESS MACHS,459200101,13420,84480
2016-09-30,INTERNATIONAL BUSINESS MACHS,459200101,44160,278000
2016-09-30,INTERNATIONAL BUSINESS MACHS,459200101,114577,721288
2016-09-30,INTERNATIONAL BUSINESS MACHS,459200101,80823,508800
2016-09-30,INTERNATIONAL BUSINESS MACHS,459200101,133926,843100
2016-09-30,INTERNATIONAL BUSINESS MACHS,459200101,12485258,78597782
2016-09-30,INTERNATIONAL BUSINESS MACHS,459200101,31588,198853
2016-09-30,JOHNSON & JOHNSON,478160104,38640,327100
2016-09-30,KINDER MORGAN INC DEL,49456B101,462600,20000000
2016-09-30,KRAFT HEINZ CO,500754106,29147573,325634818
2016-09-30,LEE ENTERPRISES INC,523768109,333,88863
2016-09-30,LIBERTY MEDIA CORP DELAWARE,531229409,66771,1965000
2016-09-30,LIBERTY MEDIA CORP DELAWARE,531229409,239212,7039780
2016-09-30,LIBERTY MEDIA CORP DELAWARE,531229409,31717,933391
2016-09-30,LIBERTY MEDIA CORP DELAWARE,531229409,4099,120629
2016-09-30,LIBERTY MEDIA CORP DELAWARE,531229607,131943,3949206
2016-09-30,LIBERTY MEDIA CORP DELAWARE,531229607,586938,17567720
2016-09-30,LIBERTY MEDIA CORP DELAWARE,531229607,16994,508654
2016-09-30,LIBERTY MEDIA CORP DELAWARE,531229607,7034,210529
2016-09-30,LIBERTY MEDIA CORP DELAWARE,531229854,89740,3189041
2016-09-30,LIBERTY MEDIA CORP DELAWARE,531229870,37131,1296013
2016-09-30,M & T BK CORP,55261F104,63391,546000
2016-09-30,M & T BK CORP,55261F104,19133,164795
2016-09-30,M & T BK CORP,55261F104,542332,4671245
2016-09-30,MASTERCARD INC,57636Q104,502210,4934756
2016-09-30,MONDELEZ INTL INC,609207105,25374,578000
2016-09-30,MOODYS CORP,615369105,1296537,11973928
2016-09-30,MOODYS CORP,615369105,1374707,12695850
2016-09-30,NOW INC,67011P100,14137,659694
2016-09-30,NOW INC,67011P100,24985,1165875
2016-09-30,PHILLIPS 66,718546104,491516,6102000
2016-09-30,PHILLIPS 66,718546104,62990,782000
2016-09-30,PHILLIPS 66,718546104,419907,5213000
2016-09-30,PHILLIPS 66,718546104,93680,1163000
2016-09-30,PHILLIPS 66,718546104,5329502,66163892
2016-09-30,PHILLIPS 66,718546104,101976,1266000
2016-09-30,PROCTER & GAMBLE CO,742718109,28307,315400
2016-09-30,RESTAURANT BRANDS INTL INC,76131D103,376176,8438225
2016-09-30,SANOFI,80105N105,16093,421400
2016-09-30,SANOFI,80105N105,19467,509742
2016-09-30,SANOFI,80105N105,6466,169300
2016-09-30,SANOFI,80105N105,107139,2805433
2016-09-30,TORCHMARK CORP,891027104,11148,174489
2016-09-30,TORCHMARK CORP,891027104,64650,1011888
2016-09-30,TORCHMARK CORP,891027104,91958,1439325
2016-09-30,TORCHMARK CORP,891027104,238184,3728025
2016-09-30,TWENTY FIRST CENTY FOX INC,90130A101,112208,4632867
2016-09-30,TWENTY FIRST CENTY FOX INC,90130A101,104606,4319002
2016-09-30,US BANCORP DEL,902973304,25317,590275
2016-09-30,US BANCORP DEL,902973304,131672,3070000
2016-09-30,US BANCORP DEL,902973304,1022124,23831300
2016-09-30,US BANCORP DEL,902973304,50396,1175000
2016-09-30,US BANCORP DEL,902973304,543815,12679300
2016-09-30,US BANCORP DEL,902973304,180344,4204800
2016-09-30,US BANCORP DEL,902973304,130815,3050000
2016-09-30,US BANCORP DEL,902973304,1489033,34717492
2016-09-30,US BANCORP DEL,902973304,74843,1745000
2016-09-30,U S G CORP,903293405,362807,14035088
2016-09-30,U S G CORP,903293405,645395,24966928
2016-09-30,UNITED CONTL HLDGS INC,910047109,237847,4533013
2016-09-30,UNITED PARCEL SERVICE INC,911312106,6496,59400
2016-09-30,VERISIGN INC,92343E102,394898,5047264
2016-09-30,VERISIGN INC,92343E102,618525,7905481
2016-09-30,VERIZON COMMUNICATIONS INC,92343V104,701087,13487628
2016-09-30,VERIZON COMMUNICATIONS INC,92343V104,78661,1513300
2016-09-30,VERISK ANALYTICS INC,92345Y106,127076,1563434
2016-09-30,VISA INC,92826C839,26737,323300
2016-09-30,VISA INC,92826C839,846779,10239160
2016-09-30,WABCO HLDGS INC,92927K102,195919,1725701
2016-09-30,WABCO HLDGS INC,92927K102,186495,1642693
2016-09-30,WAL MART STORES INC,931142103,68226,946000
2016-09-30,WAL MART STORES INC,931142103,867284,12025574
2016-09-30,WELLS FARGO & CO NEW,949746101,331014,7475470
2016-09-30,WELLS FARGO & CO NEW,949746101,728406,16450000
2016-09-30,WELLS FARGO & CO NEW,949746101,234839,5303500
2016-09-30,WELLS FARGO & CO NEW,949746101,301673,6812857
2016-09-30,WELLS FARGO & CO NEW,949746101,3323117,75047819
2016-09-30,WELLS FARGO & CO NEW,949746101,36310,820000
2016-09-30,WELLS FARGO & CO NEW,949746101,75276,1700000
2016-09-30,WELLS FARGO & CO NEW,949746101,1605380,36255200
2016-09-30,WELLS FARGO & CO NEW,949746101,454623,10267000
2016-09-30,WELLS FARGO & CO NEW,949746101,2535131,57252270
2016-09-30,WELLS FARGO & CO NEW,949746101,11284618,254846834
2016-09-30,WELLS FARGO & CO NEW,949746101,123453,2788000
2016-09-30,WELLS FARGO & CO NEW,949746101,71278,1609720
2016-09-30,WELLS FARGO & CO NEW,949746101,136188,3075600
2016-09-30,AXALTA COATING SYS LTD,G0750C108,93969,3324000
2016-09-30,AXALTA COATING SYS LTD,G0750C108,565400,20000000
2016-09-30,LIBERTY GLOBAL PLC,G5480U104,286394,8379000
2016-09-30,LIBERTY GLOBAL PLC,G5480U104,403389,11801897
2016-09-30,LIBERTY GLOBAL PLC,G5480U120,242744,7346968
2016-09-30,LIBERTY GLOBAL PLC,G5480U138,30064,1089669
2016-09-30,LIBERTY GLOBAL PLC,G5480U138,44839,1625185
2016-09-30,LIBERTY GLOBAL PLC,G5480U153,36017,1284020
2016-12-31,AMERICAN AIRLS GROUP INC,02376R102,1061824,22742000
2016-12-31,AMERICAN AIRLS GROUP INC,02376R102,1064665,22802854
2016-12-31,AMERICAN EXPRESS CO,025816109,144615,1952142
2016-12-31,AMERICAN EXPRESS CO,025816109,1276058,17225400
2016-12-31,AMERICAN EXPRESS CO,025816109,62215,839832
2016-12-31,AMERICAN EXPRESS CO,025816109,152390,2057100
2016-12-31,AMERICAN EXPRESS CO,025816109,592242,7994634
2016-12-31,AMERICAN EXPRESS CO,025816109,8900110,120141879
2016-12-31,AMERICAN EXPRESS CO,025816109,103691,1399713
2016-12-31,APPLE INC,037833100,82232,710000
2016-12-31,APPLE INC,037833100,111187,960000
2016-12-31,APPLE INC,037833100,1021301,8818000
2016-12-31,APPLE INC,037833100,78873,681000
2016-12-31,APPLE INC,037833100,1781977,15385747
2016-12-31,APPLE INC,037833100,208592,1801000
2016-12-31,APPLE INC,037833100,419037,3618000
2016-12-31,APPLE INC,037833100,2752335,23763905
2016-12-31,APPLE INC,037833100,78526,678000
2016-12-31,APPLE INC,037833100,109334,944000
2016-12-31,BANK OF NEW YORK MELLON CORP,064058100,355883,7511249
2016-12-31,BANK OF NEW YORK MELLON CORP,064058100,84996,1793915
2016-12-31,BANK OF NEW YORK MELLON CORP,064058100,291879,6160384
2016-12-31,BANK OF NEW YORK MELLON CORP,064058100,26060,550021
2016-12-31,BANK OF NEW YORK MELLON CORP,064058100,268000,5656400
2016-12-31,CHARTER COMMUNICATIONS INC N,16119P108,764266,2654437
2016-12-31,CHARTER COMMUNICATIONS INC N,16119P108,1954704,6789054
2016-12-31,COCA COLA CO,191216100,33168,800000
2016-12-31,COCA COLA CO,191216100,3328541,80283200
2016-12-31,COCA COLA CO,191216100,75623,1824000
2016-12-31,COCA COLA CO,191216100,597488,14411200
2016-12-31,COCA COLA CO,191216100,621502,14990400
2016-12-31,COCA COLA CO,191216100,11740610,283179200
2016-12-31,COCA COLA CO,191216100,147266,3552000
2016-12-31,COCA COLA CO,191216100,39802,960000
2016-12-31,COSTCO WHSL CORP NEW,22160K105,693815,4333363
2016-12-31,DAVITA HEALTHCARE PARTNERS I,23918K108,1287344,20052088
2016-12-31,DAVITA HEALTHCARE PARTNERS I,23918K108,1188566,18513482
2016-12-31,DELTA AIR LINES INC DEL,247361702,250440,5091277
2016-12-31,DELTA AIR LINES INC DEL,247361702,389030,7908723
2016-12-31,DELTA AIR LINES INC DEL,247361702,2313209,47025995
2016-12-31,GENERAL ELECTRIC CO,369604103,18609,588900
2016-12-31,GENERAL ELECTRIC CO,369604103,16923,535532
2016-12-31,GENERAL ELECTRIC CO,369604103,157946,4998302
2016-12-31,GENERAL ELECTRIC CO,369604103,1128,35702
2016-12-31,GENERAL ELECTRIC CO,369604103,134254,4248556
2016-12-31,GENERAL ELECTRIC CO,369604103,5641,178510
2016-12-31,GENERAL MTRS CO,37045V100,539074,15472853
2016-12-31,GENERAL MTRS CO,37045V100,867070,24887209
2016-12-31,GENERAL MTRS CO,37045V100,292737,8402338
2016-12-31,GENERAL MTRS CO,37045V100,43118,1237600
2016-12-31,GOLDMAN SACHS GROUP INC,38141G104,1047826,4375968
2016-12-31,GOLDMAN SACHS GROUP INC,38141G104,1576431,6583551
2016-12-31,GRAHAM HLDGS CO,384637104,24658,48165
2016-12-31,GRAHAM HLDGS CO,384637104,30415,59410
2016-12-31,INTERNATIONAL BUSINESS MACHS,459200101,14023,84480
2016-12-31,INTERNATIONAL BUSINESS MACHS,459200101,46145,278000
2016-12-31,INTERNATIONAL BUSINESS MACHS,459200101,119727,721288
2016-12-31,INTERNATIONAL BUSINESS MACHS,459200101,84456,508800
2016-12-31,INTERNATIONAL BUSINESS MACHS,459200101,38692,233100
2016-12-31,INTERNATIONAL BUSINESS MACHS,459200101,13147700,79207782
2016-12-31,INTERNATIONAL BUSINESS MACHS,459200101,33008,198853
2016-12-31,JOHNSON & JOHNSON,478160104,37685,327100
2016-12-31,KRAFT HEINZ CO,500754106,28434432,325634818
2016-12-31,LIBERTY MEDIA CORP DELAWARE,531229409,67832,1965000
2016-12-31,LIBERTY MEDIA CORP DELAWARE,531229409,243013,7039780
2016-12-31,LIBERTY MEDIA CORP DELAWARE,531229409,32221,933391
2016-12-31,LIBERTY MEDIA CORP DELAWARE,531229409,4164,120629
2016-12-31,LIBERTY MEDIA CORP DELAWARE,531229607,133957,3949206
2016-12-31,LIBERTY MEDIA CORP DELAWARE,531229607,595897,17567720
2016-12-31,LIBERTY MEDIA CORP DELAWARE,531229607,17254,508654
2016-12-31,LIBERTY MEDIA CORP DELAWARE,531229607,7141,210529
2016-12-31,M & T BK CORP,55261F104,85411,546000
2016-12-31,M & T BK CORP,55261F104,25779,164795
2016-12-31,M & T BK CORP,55261F104,730723,4671245
2016-12-31,MASTERCARD INC,57636Q104,509514,4934756
2016-12-31,MONDELEZ INTL INC,609207105,25623,578000
2016-12-31,MOSANTO CO NEW,61166W101,345615,3285000
2016-12-31,MOSANTO CO NEW,61166W101,500461,4756784
2016-12-31,MOODYS CORP,615369105,1128782,11973928
2016-12-31,MOODYS CORP,615369105,1196838,12695850
2016-12-31,PHILLIPS 66,718546104,527274,6102000
2016-12-31,PHILLIPS 66,718546104,67573,782000
2016-12-31,PHILLIPS 66,718546104,450455,5213000
2016-12-31,PHILLIPS 66,718546104,100495,1163000
2016-12-31,PHILLIPS 66,718546104,5717222,66163892
2016-12-31,PHILLIPS 66,718546104,109395,1266000
2016-12-31,PROCTER & GAMBLE CO,742718109,26519,315400
2016-12-31,RESTAURANT BRANDS INTL INC,76131D103,402166,8438225
2016-12-31,SANOFI,80105N105,17041,421400
2016-12-31,SANOFI,80105N105,20614,509742
2016-12-31,SANOFI,80105N105,6846,169300
2016-12-31,SANOFI,80105N105,113452,2805433
2016-12-31,SIRIUS XM HLDGS INC,82968B103,544110,122272000
2016-12-31,SIRIUS XM HLDGS INC,82968B103,197437,44367941
2016-12-31,SOUTHWEST AIRLS CO,844741108,435,8722
2016-12-31,SOUTHWEST AIRLS CO,844741108,2152841,43195053
2016-12-31,TORCHMARK CORP,891027104,12870,174489
2016-12-31,TORCHMARK CORP,891027104,74637,1011888
2016-12-31,TORCHMARK CORP,891027104,106165,1439325
2016-12-31,TORCHMARK CORP,891027104,274979,3728025
2016-12-31,TWENTY FIRST CENTY FOX INC,90130A101,129906,4632867
2016-12-31,TWENTY FIRST CENTY FOX INC,90130A101,121105,4319002
2016-12-31,US BANCORP DEL,902973304,30322,590275
2016-12-31,US BANCORP DEL,902973304,157706,3070000
2016-12-31,US BANCORP DEL,902973304,1224214,23831300
2016-12-31,US BANCORP DEL,902973304,60360,1175000
2016-12-31,US BANCORP DEL,902973304,651336,12679300
2016-12-31,US BANCORP DEL,902973304,216001,4204800
2016-12-31,US BANCORP DEL,902973304,1940116,37767492
2016-12-31,US BANCORP DEL,902973304,89641,1745000
2016-12-31,U S G CORP,903293405,405333,14035088
2016-12-31,U S G CORP,903293405,721045,24966928
2016-12-31,UNITED CONTL HLDGS INC,910047109,169896,2331169
2016-12-31,UNITED CONTL HLDGS INC,910047109,413144,5668831
2016-12-31,UNITED CONTL HLDGS INC,910047109,1526935,20951353
2016-12-31,UNITED PARCEL SERVICE INC,911312106,6810,59400
2016-12-31,VERISIGN INC,92343E102,383945,5047264
2016-12-31,VERISIGN INC,92343E102,601370,7905481
2016-12-31,VERIZON COMMUNICATIONS INC,92343V104,50,928
2016-12-31,VERISK ANALYTICS INC,92345Y106,126904,1563434
