,city,country,lat,lng,temp,humidity,cloudiness,wind_speed
356,mekhe,sn,15.183052154613694,-16.564571931956156,94.36,60,0,6.98
357,mango,tg,10.243490887566633,0.7450731529945864,82.4,69,75,6.93
358,beira,mz,-20.04680775424628,34.30564741474382,80.6,65,20,12.75
359,caravelas,br,-22.794569569493916,-29.868806269654907,68.26,100,20,5.08
360,orange cove,us,36.78336711699169,-119.22965860231446,62.6,77,1,5.82
361,salalah,om,12.633533851351842,62.54068064125288,80.05,100,92,14.58
362,atambua,id,-10.704188901821885,127.03318674862612,79.15,100,0,0.49
363,crixas,br,-14.1002057107494,-49.95894602204219,86.08,45,0,11.56
364,fort morgan,us,39.70453473756181,-103.72234969751247,54.57,93,1,10.29
365,katsuura,jp,20.00221741602014,149.9870173086584,84.55,100,68,2.17
366,cap malheureux,mu,-16.250596473563423,55.8321392607892,74.92,100,68,13.8
367,dianopolis,br,-11.46608827534526,-46.93595068049427,88.6,26,0,9.44
368,pangnirtung,ca,62.99851783965334,-60.063387926409796,42.79,100,36,12.24
369,yokadouma,cm,2.8268110509850306,15.284041837505109,79.69,75,92,2.51
370,sawtell,au,-31.594628485250087,158.69305108164147,65.11,100,8,16.49
371,rocha,uy,-40.60977813975436,-50.21546977518792,52.42,100,68,20.18
372,steinbach,ca,49.166472737883566,-96.71077797074737,64.4,93,1,6.93
373,mullaitivu,lk,11.26458236164407,83.42529693853264,84.28,100,44,19.17
374,barawe,so,-2.7356356352705005,47.39054212803202,77.35,100,80,13.13
375,maragogi,br,-15.178151638360042,-27.293546588252784,74.29,100,20,11.68
376,valleyview,ca,54.38487629269683,-117.11775259710906,57.55,71,92,2.51
377,stekolnyy,ru,60.52432866080481,150.57685973056851,51.8,93,90,2.24
378,isangel,vu,-16.196557467003846,176.6781409731599,75.46,100,0,16.71
379,anastacio,br,-20.82136551497533,-56.10910983794221,68.26,100,92,6.2
380,westport,ie,57.78946702776298,-14.095988812049374,57.46,98,44,28.34
381,dzhusaly,kz,47.61924601819061,64.3334589467682,75.37,27,0,11.56
382,byron bay,au,-27.972537012539632,158.8978063608764,70.06,98,0,26.55
383,antofagasta,cl,-24.155802872335766,-77.83808111439218,62.68,100,0,22.53
384,mackenzie,ca,56.86465424975899,-122.99156882439848,52.78,52,0,5.08
385,fort-shevchenko,kz,43.89552597984077,50.41873269508191,86,22,0,8.95
386,nhulunbuy,au,-10.351152823659902,136.66896150884125,78.97,99,8,12.12
387,chicama,pe,-13.176516113448816,-88.79037298082523,66.91,100,76,22.08
388,sao filipe,cv,7.674131113284154,-32.85350010557839,81.85,100,20,7.09
389,kargasok,ru,59.386727282477544,80.89147749508454,60.61,97,100,4.63
390,mariental,na,-24.461497857326812,17.67949269393618,73.4,11,0,2.24
391,carapegua,py,-25.776196294826953,-57.14283902968776,70.6,71,92,5.64
392,vagur,fo,60.85457580171907,-4.597040992570838,55.84,99,80,17.16
393,paradwip,in,19.62214777530872,86.68626576046583,81.76,100,80,12.68
394,palabuhanratu,id,-17.498424711734526,104.0287806927996,72.49,100,24,24.2
395,rio grande,br,-34.61774864421425,-50.496073718215406,60.88,100,0,21.85
396,rawlins,us,41.32449469878015,-108.05161444154884,52.06,92,0,4.41
397,neryungri,ru,56.23661964067573,123.19728810212513,63.13,89,48,2.39
398,lata,sb,-7.821415338983324,168.44792032900503,81.76,100,56,2.17
399,viseu,br,-0.9696824072897892,-46.280661998885904,86.26,71,24,13.8
400,tessalit,ml,19.798736061326395,-0.657161954483132,107.05,19,24,11.68
401,krutinka,ru,56.61858136692497,71.33006067432713,72.31,43,76,8.43
402,daru,pg,-10.915373960130037,143.18975195643546,76.81,100,76,20.85
403,ancud,cl,-40.95946191063464,-94.6892346833284,53.05,91,92,26.66
404,prince george,ca,53.45359987257345,-123.2529464613538,51.8,100,90,2.06
405,zhigansk,ru,68.76592998796652,119.02715138625759,44.95,86,0,2.95
406,richards bay,za,-32.600313021305,38.58278752535789,67.27,95,32,21.07
407,humaita,br,-8.51056823367555,-62.06055567116393,88.69,59,48,4.07
408,torbay,ca,41.02292187937466,-42.100512427550676,73.21,100,36,3.51
409,mamakan,ru,58.116392549585655,113.89826174311118,51.61,95,48,2.17
410,soyo,ao,-7.719214430845619,8.070084870455513,70.33,100,0,7.99
411,falealupo,ws,-13.084646945009169,-173.392973139842,78.16,100,88,5.41
412,fort frances,ca,48.686247540012346,-92.83899437583037,60.8,63,1,7.43
413,juba,sd,4.231520892554251,31.598632583611764,77.08,79,12,4.41
414,ahipara,nz,-31.337073481258567,167.32955231123196,64.39,100,20,25.1
415,ayabaca,pe,-4.627273653705583,-79.75240960051535,74.92,46,8,1.5
416,klaksvik,fo,72.49883694776032,-3.7523517207084978,44.95,100,24,6.2
417,landau,de,48.701285511218195,12.742756473022766,72.85,93,8,5.19
418,henties bay,na,-23.190574547429637,6.057530167032867,63.85,100,8,23.09
419,vilhena,br,-12.507119752439547,-59.889850902595605,82.4,65,0,6.93
420,louisbourg,ca,44.41267138742267,-59.78195402140023,66.2,100,90,5.82
421,lorengau,pg,10.545197056090732,150.56673764803602,84.37,100,76,14.14
422,buala,sb,-3.0799759625602254,159.65935915693854,83.65,100,92,11.12
423,huanuco,pe,-9.824794308788103,-75.90852676675063,71.6,83,75,4.7
424,acapulco,mx,4.209800354887321,-104.6392004496458,78.61,100,92,14.25
425,zheleznodorozhnyy,ru,63.796462796060815,50.68329627636602,59.26,66,32,4.97
426,samarai,pg,-15.911590381694811,155.5246447063146,74.65,100,92,16.82
427,lazaro cardenas,mx,-0.07145605750884299,-111.5512680416666,72.49,100,100,11.79
428,arlington,us,32.68767223645453,-97.10249846228093,80.15,69,40,11.41
429,vardo,no,75.91282747883979,33.268602297891064,41.89,97,8,24.32
430,kopong,bw,-24.464772615113233,25.923710888660402,84.2,9,20,20.8
431,bonito,br,-20.977832213374178,-56.52477765085719,68.26,100,92,6.2
432,dingle,ie,51.792152440947525,-10.397345436055268,60.16,93,92,16.6
433,hobyo,so,6.073979325957176,46.549681111078435,90.85,34,0,14.7
434,pandamatenga,bw,-18.55038914372838,25.54163224393139,82.4,17,0,4.7
435,puerto montt,cl,-42.035752526609514,-72.085540438514,34.42,87,88,1.72
436,gao,ml,15.93020391977592,-0.2035208048447812,100.03,43,20,6.98
437,great yarmouth,gb,53.11210650456798,2.0345990359316746,71.6,43,20,8.05
438,mocambique,mz,-14.872529584380827,40.43193979519741,75.91,66,24,3.62
439,olinda,br,-10.236594086526445,-29.522720036123825,76.36,100,88,17.72
440,olafsvik,is,60.5332011180176,-28.610939909409243,51.61,100,88,11.45
441,bosaso,so,11.034745874265685,48.77468774593159,91.4,66,40,6.2
442,tuatapere,nz,-51.92913940880097,159.42388444803987,46.48,97,12,9.55
443,urucui,br,-7.55668795937246,-44.84479067896134,92.65,27,0,11.68
444,tutoia,br,4.125405268773146,-41.034820263939466,82.48,100,64,16.6
445,mahon,es,39.45912911543602,4.878018439348031,79.87,97,0,9.44
446,antalaha,mg,-14.986358745824122,50.108299021780084,73.57,87,68,7.43
447,sao miguel do araguaia,br,-12.919845155416205,-50.67377803040318,81.4,73,8,12.68
448,constitucion,mx,20.50792427447377,-119.0362328325804,78.16,100,80,16.71
449,matay,eg,26.837688559487543,27.904878840646607,98.05,22,0,11.79
450,pangkalanbuun,id,-3.3488722240337596,110.41622244988346,82.39,100,80,13.8
451,general roca,ar,-37.770955088084364,-66.45143482147125,57.55,26,0,13.58
452,el retorno,co,2.42263232296306,-72.60836421212439,85.18,70,12,2.95
453,kargat,ru,55.147682490644456,80.07600920793563,56.65,81,56,2.95
454,mackay,au,-17.70946712907443,153.2633113875691,74.11,100,0,14.58
455,itumbiara,br,-18.283495716371373,-49.329692750817834,86.89,32,0,11.79
456,lethem,gy,4.808524469562233,-59.77382070259806,81.67,73,44,4.07
457,dawei,mm,13.799898902905033,98.2360292639564,73.66,100,92,1.95
458,kaeo,nz,-29.082003441493644,175.1044691419246,63.4,100,0,12.57
459,camana,pe,-19.61047339432865,-75.03167392510734,62.05,100,0,18.84
460,sal rei,cv,15.71914968144532,-20.246752366057496,80.68,100,0,18.5
461,zhezkazgan,kz,48.07795741519619,68.25513463770776,68.71,26,0,13.47
462,port keats,au,-14.157541723099389,127.78901107466747,68.89,98,0,5.41
463,santa rosa,bo,-13.974345284086013,-66.91956161343599,71.6,100,90,3.4
464,qaqortoq,gl,66.15688353336161,-44.24800572407704,18.58,75,0,6.53
465,ajdabiya,ly,30.79057746175182,19.173971594494404,82.03,100,0,16.04
466,phalombe,mw,-15.791996994968306,35.42059842324189,84.2,23,20,3.36
467,vila velha,br,-20.84804185393169,-39.26153678410438,71.32,100,8,9.22
468,la romana,do,16.278255955529627,-68.74549889364073,83.47,100,80,23.2
469,yekaterinovka,ru,52.02910853173158,44.494201735515816,81.58,33,24,10
470,nokaneng,bw,-20.186505180695224,22.22794673072155,83.2,14,0,12.46
471,talcahuano,cl,-31.035214841056206,-83.05710841555967,57.46,100,88,12.46
472,nuuk,gl,63.73117144376743,-51.073226846738834,39.2,100,90,11.41
473,melbu,no,68.76630819957224,14.476472193823632,57.02,77,75,5.82
474,calvinia,za,-31.3651943560833,20.35192974170735,49.45,47,36,15.7
475,santo tomas,pe,-14.52146572968961,-72.46432148884995,47.83,44,0,3.51
476,ukiah,us,36.57002017181838,-127.00409948853108,63.49,100,0,17.72
477,tabuk,sa,28.433191905949382,38.64690731119024,104.71,11,44,9.1
478,ambilobe,mg,-13.378975602615226,49.09420574104112,81.49,41,0,12.57
479,jacareacanga,br,-5.468474045847377,-58.47639454771512,94.36,52,32,4.74
480,inuvik,ca,66.00544216615883,-133.7889836430093,48.55,89,0,2.62
481,biltine,td,16.056624445376997,22.47384530082198,97.33,27,56,6.76
482,sumenep,id,-5.969179071393729,114.04452448276984,81.76,100,0,11.79
483,luzilandia,br,-3.417957947548479,-42.15696854748289,89.23,58,0,9.44
484,loveland,us,40.280360671947754,-105.06797913315516,58.26,77,1,4.18
485,urumqi,cn,45.571355754137656,89.48717559598052,67.45,42,0,7.2
486,hanmer springs,nz,-42.41150166649841,172.5440369136412,53.41,67,12,17.72
487,exu,br,-7.513565248621048,-39.88725800351495,82.21,43,0,11.01
488,iralaya,hn,14.746026412643964,-82.5028012375014,83.29,100,76,21.63
489,kanniyakumari,in,7.719168450801127,78.07703707795423,79.42,100,0,21.3
490,liwale,tz,-9.879959155815683,37.0429970225759,83.65,38,92,4.63
491,tonantins,br,-2.9139165122632815,-67.18962013827603,87.79,76,12,5.19
492,sitka,us,58.570177409635974,-136.41438738287405,51.8,93,90,2.51
493,shingu,jp,29.94932744292007,136.2337958967803,83.47,98,92,18.05
494,boyolangu,id,-13.128887905767874,110.82347802795485,77.62,100,24,16.6
495,ilheus,br,-14.909111345947702,-37.204291732424444,74.56,100,20,8.55
496,banff,ca,51.557720646726764,-115.68963653627655,49.27,55,0,2.95
497,mandapam,in,9.31077844802614,79.10547336862498,84.64,100,24,19.62
498,nabire,id,-3.753577503913327,134.3292323976219,71.23,98,92,1.61
499,paulo ramos,br,-4.166204845125566,-45.53710430371133,92.56,44,0,5.97
